Name,Location,Latitude,Longitude,Elevation,Morphology,Status,Time of Last Eruption,OBJECTID,ID,Country,OID,x,y
"Watt, Morne",W Indies,15.307,-61.305,1224,Stratovolcanoes,Historical,D2,3075,1600101,Dominica,1690,-6824441.38308164,1724606.38189844
Hromundartindur,Iceland-S,64.083,-21.333,550,Stratovolcano,Holocene?,?,3076,1701051,Iceland,1691,-2374778.6970929,9370872.47359901
East Gakkel Ridge at 85°E,Arctic Ocean,85.608,85.25,-3800,Submarine volcano,Holocene,U,3077,170702,Arctic Ocean,1692,9489986.59012657,20799740.0801114
Madeira,Azores,32.73,-16.97,1862,Shield volcano,Radiocarbon,D7,3078,180212,Portugal,1693,-1889091.75876185,3859520.57229251
Nightingale Island,Atlantic-S,-37.42,-12.48,365,Stratovolcano,Historical,D1,3079,1806011,United Kingdom,1694,-1389267.24510005,-4497812.18665278
Montagu Island,Antarctica,-58.445,-26.374,1370,Shield volcano,Historical,D1,3080,1900081,Antarctica,1695,-2935940.2501818,-8061384.90507071
Marsili,Italy,39.284,14.399,-779,Submarine,,D7,3081,10108,Italy,1696,1602889.34793235,4762434.1658638
Mayotte,Indian O-W,-12.83,45.17,660,Shield,,D1,3082,303005,France,1697,5028301.39913217,-1440316.79182301
Havre Seamount,Kermadec Is,-31.08,-179.033,-897,Submarine,,D1,3083,402005,New Zealand,1698,-19929862.3951921,-3643143.03025597
Dugong,Tonga-SW Pacific,-15.431,-175.725,-1170,Submarine,,Unknown,3084,403111,Tonga,1699,-19561617.519648,-1738921.94139992
Lobster,Tonga-SW Pacific,-15.333,-176.283,-1500,Submarine,,Unknown,3085,403112,Tonga,1700,-19623733.7955106,-1727607.326502
Niuatahi,Tonga-SW Pacific,-15.379,-174.003,-1270,Caldera,,Unknown,3086,403140,Tonga,1701,-19369925.356502,-1732917.60521903
Akandanayama,Honshu-Japan,36.2,137.573,2109,Stratovolcano,,Unknown,3087,803069,Japan,1702,15314556.306903,4328176.07529828
South Sarigan Seamount,Mariana Is-C Pacific,16.58,145.78,-184,Submarine,,D1,3088,804193,United States,1703,16228155.3678434,1871988.83978165
Mariana Back-Arc Segment at 15.5°N,Mariana Is-C Pacific,15.406,144.506,-4100,Submarine,,D1,3089,804305,United States,1704,16086334.3365728,1736035.05389651
Tenchozan,Hokkaido-Japan,44.044,145.086,1046,Crater rows,,?,3090,805083,Japan,1705,16150899.6412329,5472253.811377
Odamoisan [Tebenkov],Kuril Is,45.028,147.918,1208,Stratovolcano,,Unknown,3091,900072,Russia,1706,16466156.4391594,5625930.59074465
St. Paul Island,Alaska-W,57.167,-170.213,203,Shield,Holocene,D7,3092,1104010,United States,1708,-18957709.2820945,7796998.44850094
Cayley Volcanic Field,Canada,50.12,-123.28,2375,Volcanic field,,Unknown,3093,1200811,Canada,1709,-13723466.8249948,6467083.72142658
Red Hill,US-New Mexico,34.25,-108.83,2300,Volcanic field,,D7,3094,1207812,United States,1710,-12114900.183032,4062420.52041555
West Valley Segment,Pacific-NE,48.78,-128.64,-2550,Submarine,,Unknown,3095,1301005,Canada,1711,-14320139.2956467,6237614.1075646
CoAxial Segment,Pacific-NE,46.52,-129.58,-2400,Submarine,,D1,3096,1301020,Pacific Ocean,1712,-14424779.6169924,5864074.78983082
Jackson Segment,Pacific-NE,42.15,-127.05,-3100,Submarine,,Unknown,3097,1301032,Pacific Ocean,1713,-14143141.3052854,5183475.26689433
East Blanco Depression,Pacific-NE,44.267,-129.879,-3000,Submarine,,Unknown,3098,1301060,Pacific Ocean,1714,-14458064.1447396,5506854.44879199
Adams Seamount,Society Is-C Pacific,-25.37,-129.27,-39,Submarine,,D7,3099,1303050,Pacific Ocean,1715,-14390270.5748465,-2921259.66792619
Northern EPR at 17°N,Pacific-E,16.55,-105.32,-2700,Submarine,,D7,3100,1304020,Pacific Ocean,1716,-11724168.7703476,1868504.65039691
Aliso,Ecuador,-0.53,-78,4267,Stratovolcano,,D7,3101,1502031,Ecuador,1717,-8682920.28187534,-59000.1715380416
"Blanca, Laguna",Argentina,-39.02,-70.37,1700,Volcanic field,,Unknown,3102,1507102,Argentina,1718,-7833552.56712266,-4724536.80600518
Meullin,Chile-S,-45.22,-73.05,1080,Volcanic field,,Unknown,3103,1508064,Chile,1719,-8131888.80244863,-5656222.73327244
Walvis Ridge at 33°S,Atlantic-S,-32.958,-5.22,-1200,Submarine,,D1,3104,1805052,Atlantic Ocean,1720,-581087.741940888,-3889730.49185586
Mount Haddington Volc Field,Antarctica,-64.15,-57.75,1630,Shield,Holocene,Unknown,3105,1900829,Antarctica,1721,-6428700.59331155,-9387957.65138565
Melville,Antarctica,-62.02,-57.67,549,Stratovolcano,,Unknown,3106,1900847,Antarctica,1722,-6419795.03404809,-8863886.68958307
Northern Lake Abaya Volcanic Field,Africa-NE,6.76,37.97,1594,Volcanic field,,Unknown,3107,201294,Ethiopia,1723,4226801.0654206,754271.739813717
Eldey,Iceland-SW,63.733,-23,70,Submarine,,D2,3108,1701022,Iceland,1724,-2560348.28824529,9282284.09922343
Thordarhyrna,Iceland-NE,64.267,-17.617,1650,Stratovolcano,,D2,3109,1703012,Iceland,1725,-1961115.4693051,9417892.09408172
Heidarspordar,Iceland-NE,65.583,-16.817,490,Fissure vent,,D7,3110,1703082,Iceland,1726,-1872059.87667048,9763639.21577814
Snaefell,Iceland-NE,64.798,-15.56,1833,Stratovolcano,Holocene,Unknown,3111,1704801,Iceland,1727,-1731018.0818354,9551443.50278663
